id	file_name	question (actual)	options (actual)	answer (actual)	question (apparent)	options (apparent)	answer (apparent)	illusion category
90	Sander-A_genuine_illusion_control.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"Both lines are the same length."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"Both lines appear the same length."	length
91	Sander-A_fake_illusion_original.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"The red line is longer."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"The red line appears longer."	length
92	Sander-A_fake_illusion_control.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"The red line is longer."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"The red line appears longer."	length
93	Sander-B_genuine_illusion_original.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"Both lines are the same length."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"The red line appears longer."	length
94	Sander-B_genuine_illusion_control.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"Both lines are the same length."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"Both lines appear the same length."	length
95	Sander-B_fake_illusion_original.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"The red line is longer."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"The red line appears longer."	length
96	Sander-B_fake_illusion_control.png	Which line is longer, red or blue?	"The red line is longer.", "The blue line is longer.", "Both lines are the same length."	"The red line is longer."	Which line appears longer, red or blue?	"The red line appears longer.", "The blue line appears longer.", "Both lines appear the same length."	"The red line appears longer."	length
97	Triangle-bisection-A_genuine_illusion_original.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is above of the middle of the green line.", "The red point is below of the middle of the green line."	"The red point is in the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears above of the middle of the green line.", "The red point appears below of the middle of the green line."	"The red point appears above of the middle of the green line."	length
98	Triangle-bisection-A_genuine_illusion_control.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is above of the middle of the green line.", "The red point is below of the middle of the green line."	"The red point is in the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears above of the middle of the green line.", "The red point appears below of the middle of the green line."	"The red point appears in the middle of the green line."	length
99	Triangle-bisection-A_fake_illusion_original.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is above of the middle of the green line.", "The red point is below of the middle of the green line."	"The red point is above of the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears above of the middle of the green line.", "The red point appears below of the middle of the green line."	"The red point appears above of the middle of the green line."	length
100	Triangle-bisection-A_fake_illusion_control.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is above of the middle of the green line.", "The red point is below of the middle of the green line."	"The red point is above of the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears above of the middle of the green line.", "The red point appears below of the middle of the green line."	"The red point appears above of the middle of the green line."	length
101	Triangle-bisection-B_genuine_illusion_original.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is to the right of the middle of the green line.", "The red point is to the left of the middle of the green line."	"The red point is in the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears to the right of the middle of the green line.", "The red point appears to the left of the middle of the green line."	"The red point appears to the right of the middle of the green line."	length
102	Triangle-bisection-B_genuine_illusion_control.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is to the right of the middle of the green line.", "The red point is to the left of the middle of the green line."	"The red point is in the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears to the right of the middle of the green line.", "The red point appears to the left of the middle of the green line."	"The red point appears in the middle of the green line."	length
103	Triangle-bisection-B_fake_illusion_original.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is to the right of the middle of the green line.", "The red point is to the left of the middle of the green line."	"The red point is to the right of the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears to the right of the middle of the green line.", "The red point appears to the left of the middle of the green line."	"The red point appears to the right of the middle of the green line."	length
104	Triangle-bisection-B_fake_illusion_control.png	Where is the red point?	"The red point is in the middle of the green line.", "The red point is to the right of the middle of the green line.", "The red point is to the left of the middle of the green line."	"The red point is to the right of the middle of the green line."	Where does the red point appear?	"The red point appears in the middle of the green line.", "The red point appears to the right of the middle of the green line.", "The red point appears to the left of the middle of the green line."	"The red point appears to the right of the middle of the green line."	length
105	White-A_genuine_illusion_original.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the left circle is lighter than the right.", "No, the right circle is lighter than the left."	"Yes, the two gray circles have the same brightness."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the left circle appears lighter than the right.", "No, the right circle appears lighter than the left."	"No, the left circle appears lighter than the right."	color
106	White-A_genuine_illusion_control.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the left circle is lighter than the right.", "No, the right circle is lighter than the left."	"Yes, the two gray circles have the same brightness."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the left circle appears lighter than the right.", "No, the right circle appears lighter than the left."	"Yes, the two gray circles appear to have the same brightness."	color
107	White-A_fake_illusion_original.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the left circle is lighter than the right.", "No, the right circle is lighter than the left."	"No, the left circle is lighter than the right."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the left circle appears lighter than the right.", "No, the right circle appears lighter than the left."	"No, the left circle appears lighter than the right."	color
108	White-A_fake_illusion_control.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the left circle is lighter than the right.", "No, the right circle is lighter than the left."	"No, the left circle is lighter than the right."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the left circle appears lighter than the right.", "No, the right circle appears lighter than the left."	"No, the left circle appears lighter than the right."	color
109	White-B_genuine_illusion_original.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the bottom circle is lighter than the right.", "No, the top circle is lighter than the left."	"Yes, the two gray circles have the same brightness."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the bottom circle appears lighter than the right.", "No, the top circle appears lighter than the left."	"No, the bottom circle appears lighter than the right."	color
110	White-B_genuine_illusion_control.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the bottom circle is lighter than the right.", "No, the top circle is lighter than the left."	"Yes, the two gray circles have the same brightness."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the bottom circle appears lighter than the right.", "No, the top circle appears lighter than the left."	"Yes, the two gray circles appear to have the same brightness."	color
111	White-B_fake_illusion_original.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the bottom circle is lighter than the right.", "No, the top circle is lighter than the left."	"No, the bottom circle is lighter than the right."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the bottom circle appears lighter than the right.", "No, the top circle appears lighter than the left."	"No, the bottom circle appears lighter than the right."	color
112	White-B_fake_illusion_control.png	Do the two gray circles have the same brightness?	"Yes, the two gray circles have the same brightness.", "No, the bottom circle is lighter than the right.", "No, the top circle is lighter than the left."	"No, the bottom circle is lighter than the right."	Do the two gray circles appear to have the same brightness?	"Yes, the two gray circles appear to have the same brightness.", "No, the bottom circle appears lighter than the right.", "No, the top circle appears lighter than the left."	"No, the bottom circle appears lighter than the right."	color
113	Zöllner-A_genuine_illusion_original.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"Yes, all of the four long lines are parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
114	Zöllner-A_genuine_illusion_control.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"Yes, all of the four long lines are parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"Yes, all of the four long lines appear parallel."	angle
115	Zöllner-A_fake_illusion_original.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"No, some of the four long lines are not parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
116	Zöllner-A_fake_illusion_control.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"No, some of the four long lines are not parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
117	Zöllner-B_genuine_illusion_original.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"Yes, all of the four long lines are parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
118	Zöllner-B_genuine_illusion_control.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"Yes, all of the four long lines are parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"Yes, all of the four long lines appear parallel."	angle
119	Zöllner-B_fake_illusion_original.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"No, some of the four long lines are not parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
120	Zöllner-B_fake_illusion_control.png	Are the long four lines parallel?	"Yes, all of the four long lines are parallel.", "No, some of the four long lines are not parallel."	"No, some of the four long lines are not parallel."	Do the long four lines appear parallel?	"Yes, all of the four long lines appear parallel.", "No, some of the four long lines appear not parallel."	"No, some of the four long lines appear not parallel."	angle
